l1,l2,h1,w1,Lmt,Lmr,Llk,Rt,Rr
45,97,94,74,0.937996879,0.93781595,2.030747334,18.87592486,18.87430351
23,58,100,67,0.570869791,0.570945778,1.620020066,8.702184417,8.701627099
33,91,117,63,0.574638403,0.574562209,1.664453764,9.836737501,9.835970144
19,85,93,83,0.536018718,0.536025006,1.629356135,7.941147793,7.940567567
42,72,52,159,2.571842033,2.571619541,2.90973833,64.05877296,64.0517495
44,70,79,56,0.843764925,0.84367028,1.764478791,15.13979432,15.13905887
43,71,51,180,3.007200464,3.006935,3.153612155,78.50679029,78.49832065
16,65,51,80,0.64176501,0.641802207,1.895910025,9.002773218,9.002064653
42,76,107,96,1.177660485,1.177527548,2.173539984,25.63480885,25.63233272
21,71,84,101,0.806437364,0.806433659,1.80996636,12.5171638,12.51606893
40,94,96,44,0.509990804,0.509851981,1.628620144,8.237164889,8.236885952
17,56,82,87,0.637345909,0.63748347,1.744897529,9.177296607,9.176848936
37,95,97,80,0.860710198,0.860537943,1.932254243,16.33546171,16.33372585
16,79,73,43,0.275139003,0.275223816,1.411330975,3.636027479,3.635948511
12,71,70,180,0.937347297,0.937226553,2.616801619,13.30220463,13.30145933
35,87,53,55,0.725395695,0.725248544,1.826637682,11.96468615,11.96377711
14,61,102,113,0.596687034,0.596686211,1.91000342,8.416101141,8.415764693
13,68,55,61,0.389412307,0.389498424,1.661334303,5.116973392,5.116723884
43,91,129,80,0.872680299,0.872475342,1.980229842,17.87816387,17.87657758
44,69,90,161,2.254236315,2.254159661,2.736585647,60.13974302,60.13326477
14,93,147,195,0.729134971,0.728867075,2.305667409,10.84546,10.84506823
26,72,145,93,0.667627603,0.667565212,1.696881532,11.39583508,11.39501592
26,58,127,178,1.451768824,1.451636075,2.655694774,28.41884175,28.41639309
21,66,78,154,1.283706844,1.283677995,2.3140569,21.56031226,21.5584544
22,52,106,173,1.394475265,1.394515471,2.433322045,24.4930655,24.49115502
28,64,103,92,0.87717225,0.877146062,1.924034708,15.3804709,15.37917855
14,91,52,30,0.180572054,0.180621272,1.29904214,2.272674753,2.272664456
44,98,99,191,2.269745509,2.269412179,2.733097759,63.19297922,63.18623912
45,87,142,65,0.713792906,0.71366103,1.80358663,13.9183592,13.91740915
42,61,84,173,2.49049855,2.490447836,2.831121966,66.22466727,66.21792812
28,66,137,61,0.495084932,0.49504494,1.475562578,8.039742999,8.039161581
26,75,123,123,0.950569448,0.950448928,2.100849273,17.127427,17.12597289
40,71,137,189,1.995787438,1.995485808,2.898736961,53.35956932,53.35402829
25,62,137,136,1.017131242,1.017077871,2.179167264,18.26726586,18.26558972
11,59,67,78,0.420378604,0.420492065,1.683866358,5.491592718,5.491676537
37,57,141,163,1.691735222,1.691568758,2.538205441,40.57333424,40.56979276
31,64,117,124,1.204414359,1.204337756,2.131151142,23.60441774,23.60211054
29,85,129,60,0.479115857,0.478973834,1.592120404,7.786596653,7.786053229
35,77,125,159,1.545844206,1.545558402,2.521920646,34.95524402,34.95166593
35,96,73,67,0.760308946,0.760144451,1.903308889,13.23601746,13.23486646
19,65,61,110,0.945853904,0.945882053,2.137707547,14.64015587,14.63899383
38,69,53,150,2.291806834,2.291610754,2.715397223,52.55807533,52.55203107
36,74,145,129,1.211290752,1.211114169,2.256105576,26.50449111,26.5017147
44,50,70,87,1.517178523,1.517235115,2.292966714,32.29695957,32.29412252
37,79,118,128,1.336660209,1.336414214,2.23922111,29.30187485,29.29872352
15,56,147,195,0.902990743,0.902937359,2.469556068,13.79074039,13.7902151
21,90,82,32,0.233824445,0.233878097,1.357566112,3.122747455,3.12265033
18,51,125,44,0.277169073,0.277330626,1.339227881,3.791415282,3.791459972
49,73,98,43,0.636577147,0.63647163,1.837178522,10.70067955,10.70048805
40,70,73,184,2.581810749,2.581639517,2.959332698,66.27257659,66.26541565
36,83,133,119,1.12728759,1.127101637,2.219589068,23.99364317,23.99094975
17,65,75,176,1.248248232,1.248234777,2.626061461,19.76857715,19.76707655
23,52,138,69,0.500466353,0.500540576,1.577938657,7.812856858,7.812433476
36,97,71,131,1.507977571,1.507652252,2.377436835,32.51865176,32.51462512
28,70,95,183,1.740284751,1.740132831,2.687479142,35.16021748,35.1567296
35,53,96,127,1.585004574,1.585009121,2.33124667,33.4820448,33.47894899
41,68,127,191,2.162925648,2.162685745,2.848345409,58.30931976,58.30409002
27,68,50,31,0.379668982,0.379754503,1.525706083,5.243271878,5.243240037
11,79,147,107,0.339010908,0.339005768,1.656454972,4.523281151,4.523213425
25,54,85,79,0.791146055,0.791193171,1.845260848,12.98703394,12.98606948
42,94,100,72,0.854898991,0.854700709,1.981558251,16.59119576,16.58958218
17,99,67,91,0.564776995,0.564637867,1.944451541,8.236608905,8.235876251
37,79,53,75,1.069805141,1.069672905,2.142455742,19.75953442,19.75764425
18,65,130,173,0.979594214,0.979455434,2.36806277,15.90850082,15.90721662
48,54,134,39,0.52651777,0.526404349,1.749053423,8.605747263,8.605827394
18,94,139,66,0.321668795,0.321697812,1.381768674,4.577774753,4.577516481
26,63,92,184,1.734691877,1.734556359,2.606009164,33.56535994,33.56249254
13,75,107,180,0.809215073,0.809063544,2.269549859,11.73235286,11.73194222
19,74,142,176,0.956158035,0.955960055,2.412682961,15.81737426,15.81635712
47,96,126,77,0.896786861,0.896575761,2.042043859,18.97378587,18.97223047
26,68,95,116,1.056168792,1.056141361,2.09762725,18.65766872,18.65582514
42,69,63,124,1.922878858,1.92276256,2.590950303,45.16384619,45.15909291
21,95,86,135,0.934605322,0.934370051,2.130908546,15.27079451,15.26932066
30,54,57,131,1.809613674,1.809662775,2.549514093,34.70349465,34.69965541
12,85,70,62,0.301761908,0.301807251,1.427444686,3.908579462,3.908580846
41,50,128,155,1.900016065,1.899986863,2.466722989,48.21126271,48.20715802
20,97,74,85,0.597263743,0.597170135,1.710405952,8.912705878,8.911977647
37,80,127,119,1.195306726,1.195067033,2.322821697,26.08299533,26.08026841
27,95,110,99,0.770760006,0.770640932,1.924784837,13.3638157,13.36247829
25,62,83,69,0.671246704,0.671244117,1.662245505,10.62323685,10.62249424
40,66,113,182,2.163201404,2.163042567,2.677435746,55.70548563,55.70001906
38,94,124,177,1.719743511,1.719380297,2.750665637,43.08475374,43.08049368
42,74,130,69,0.787245179,0.787134086,1.882953291,15.23340464,15.2321548
45,81,103,184,2.352892371,2.352637719,2.71682669,65.82544774,65.81860752
38,77,143,59,0.585097837,0.585028127,1.64629688,10.32440598,10.32377736
29,74,149,96,0.742971315,0.742908608,1.714634542,13.32108884,13.31995278
37,51,109,121,1.498014971,1.498007801,2.212853189,32.58742468,32.58445064
44,82,92,185,2.421673773,2.421406256,2.8357028,66.35885184,66.35176769
17,87,63,121,0.812421116,0.812241533,2.23552575,12.32333624,12.32212001
11,59,98,45,0.199587976,0.199757024,1.321074579,2.535354978,2.535451602
36,54,103,181,2.207560833,2.207522209,2.606604346,52.29916124,52.29447967
48,58,103,74,1.122677189,1.122607706,2.04754902,23.49153683,23.48995492
13,86,115,50,0.207155415,0.207255234,1.305300349,2.693688324,2.693714858
38,88,131,38,0.379088483,0.379017148,1.495934176,5.806118732,5.80603093
22,55,121,155,1.146223416,1.14620157,2.241982733,19.86707413,19.86593482
15,94,131,48,0.20481955,0.204880799,1.38635059,2.73488438,2.734832317
25,91,99,151,1.169753183,1.169529835,2.321564907,21.00940556,21.00729279
45,91,91,39,0.512326664,0.512191624,1.696193884,8.209754853,8.209561257
41,68,70,81,1.213138588,1.213077213,2.12277276,24.23546931,24.23352813
31,55,134,161,1.496691942,1.496643164,2.444695831,31.62288461,31.62022333
29,85,79,135,1.336837977,1.336691564,2.283023226,25.3016547,25.29878392
19,74,127,41,0.240865597,0.240949216,1.294517101,3.280631644,3.280665558
38,67,111,175,2.005779699,2.005601256,2.712926909,49.66674121,49.66216739
37,74,105,105,1.193116006,1.192991345,2.055073624,24.7316264,24.72901644
49,79,50,50,0.90301025,0.902851946,2.079896495,15.95773121,15.95699075
32,60,122,95,0.941073789,0.941064184,1.996531109,17.80104645,17.7994257
10,87,80,72,0.276294352,0.276342441,1.464211485,3.536726106,3.536786366
12,62,76,86,0.460284936,0.460403122,1.697236062,6.104759559,6.104622199
18,71,80,195,1.364086464,1.363906716,2.654804113,22.20566379,22.20424965
28,67,148,123,0.94745427,0.947349287,2.044383221,17.66932032,17.66773996
28,59,120,50,0.449766346,0.449785262,1.515738548,6.945212183,6.94497269
25,75,74,30,0.287521566,0.287579676,1.385947315,3.899213299,3.899288361
47,95,55,172,2.67182674,2.671251178,3.021724155,72.2482271,72.24110455
44,87,112,123,1.465879726,1.465696036,2.285892319,35.88361034,35.87999163
35,77,96,109,1.216755108,1.216628122,2.124103046,24.40667699,24.40405075
28,83,74,143,1.415114067,1.414897285,2.494249444,27.06196536,27.05880495
10,93,144,57,0.15941061,0.159472434,1.213733391,2.023450143,2.023640314
42,92,106,178,2.034244924,2.033809316,2.803512875,53.36057096,53.35454688
26,93,62,83,0.781808669,0.781641472,1.951879393,12.95394609,12.95232788
37,72,111,71,0.794888495,0.794835295,1.762271413,14.73180548,14.73067697
32,69,116,81,0.792588386,0.792539374,1.860882458,14.35187954,14.35079817
43,74,95,167,2.202964537,2.202726632,2.637596474,58.03371064,58.02806829
29,72,74,177,1.908042883,1.907923273,2.753615739,38.8325949,38.82818864
12,94,129,71,0.247525222,0.247539119,1.38477738,3.270778071,3.270830581
34,61,146,116,1.087022816,1.086930775,2.184149412,22.61958646,22.6174976
15,85,55,187,1.190923372,1.190552673,2.730791612,18.09636296,18.09474272
21,74,56,55,0.511109195,0.511127449,1.596437216,7.305184127,7.304698646
16,63,137,55,0.277393319,0.277486732,1.37165199,3.792582271,3.792445191
27,63,55,171,2.035478094,2.03546763,2.822616339,39.53178693,39.52764758
23,83,78,104,0.862846031,0.862753721,1.917627891,13.96779751,13.96659801
29,79,78,152,1.537669248,1.53752273,2.500124292,31.03502821,31.03162187
14,99,148,177,0.645789412,0.645515223,2.308222733,9.494306863,9.493902907
49,89,115,171,2.154436532,2.15402393,2.942071305,64.07092649,64.06416033
47,99,149,82,0.871621856,0.871374734,2.034016444,19.01389977,19.01229918
45,53,78,43,0.719902294,0.719893526,1.870301968,11.951057,11.950703
31,81,74,138,1.49982146,1.499659896,2.47140768,30.28105407,30.27742749
45,85,101,169,2.150074107,2.149729682,2.769617268,58.96292652,58.95604574
37,72,91,114,1.392836834,1.392736835,2.192908532,29.34889126,29.3458645
16,85,134,57,0.263393549,0.263454056,1.330022464,3.6146353,3.614496839
21,85,73,80,0.629213667,0.629160241,1.700478167,9.412674123,9.411818188
13,90,77,158,0.760490242,0.760300227,2.264435039,10.82707939,10.82640841
17,69,78,116,0.797839714,0.797800239,2.068183416,11.81249645,11.81158643
22,95,73,165,1.26319619,1.262867294,2.632276996,21.75352263,21.75111205
42,61,101,105,1.422710444,1.422635634,2.175440889,31.8106262,31.80765243
37,60,53,129,2.048699057,2.048611382,2.584638431,44.17519556,44.17045444
34,96,88,127,1.308975271,1.308715528,2.335704391,26.86650952,26.86329845
47,99,128,74,0.848216495,0.848017081,1.874143023,17.52991989,17.52851038
41,80,114,185,2.108345975,2.107981092,2.753479825,56.49351244,56.48709747
45,67,65,110,1.803356338,1.803231668,2.544152148,42.3063083,42.30171314
44,52,117,159,2.134345581,2.134325835,2.615218421,57.59347883,57.58795937
43,68,139,71,0.81769075,0.817586241,1.874691224,16.17765236,16.17642981
37,67,135,196,1.987177162,1.986980264,2.697443613,50.29031645,50.28607431
40,52,51,143,2.552057509,2.552017104,2.813862923,59.43273055,59.42605696
30,52,121,44,0.434505817,0.434582178,1.496779462,6.644338551,6.644121294
44,76,133,82,0.951031497,0.950875988,1.993483883,20.02251422,20.02084982
14,71,131,157,0.687519838,0.687421351,2.159479977,10.00974698,10.00943342
42,96,129,106,1.10458787,1.104304418,2.05035709,24.67754296,24.6751033
10,94,80,95,0.350451373,0.350364867,1.592973214,4.538735342,4.538698601
22,82,123,123,0.801143501,0.801026758,1.931674466,13.27548792,13.27447946
22,75,144,143,0.876710043,0.87654097,2.100156368,14.88604199,14.88481871
12,63,137,112,0.430637962,0.430648238,1.743000585,5.866869639,5.866911152
24,50,104,106,0.946997204,0.947059018,1.955878914,15.94892792,15.94804675
24,68,80,149,1.372577636,1.372482131,2.290465849,24.1042686,24.10179914
22,54,82,59,0.547062952,0.547192767,1.624063911,8.067097795,8.066727719
28,50,66,191,2.388525444,2.388551144,2.917449379,48.69188763,48.68805522
32,52,135,127,1.229281866,1.229273272,2.245848421,25.10538685,25.10320561
22,50,74,168,1.650129231,1.650277454,2.567168549,28.98367958,28.98127785
24,86,148,155,0.961702875,0.961494377,2.25644702,17.51377228,17.51252228
19,91,72,84,0.586517651,0.586404648,1.783048517,8.618121843,8.617306594
12,52,80,191,1.044139635,1.04424475,2.656229387,15.19425283,15.19390118
25,79,140,140,0.955901668,0.955731712,2.073354545,17.27762904,17.27617887
21,77,71,100,0.82883376,0.828726324,1.95617177,12.87476744,12.87356465
33,71,64,80,1.030250858,1.030173735,2.074702927,18.5852949,18.58333096
27,87,100,93,0.783484365,0.783411631,1.869879698,13.29862892,13.29722341
40,62,72,182,2.687498533,2.687439075,2.93492943,68.46981818,68.46248679
23,93,82,120,0.928736255,0.928504212,2.122208153,15.31980323,15.31821508
35,69,144,34,0.3226721,0.322674781,1.502305197,4.758480557,4.758627708
43,75,52,158,2.566903756,2.566533251,2.938495502,64.37926855,64.37200848
17,91,110,180,0.938892202,0.938612724,2.326986506,14.60647359,14.60549991
26,82,120,61,0.467669028,0.467648117,1.463068931,7.326394122,7.325972917
48,54,143,118,1.528968776,1.528866687,2.298341734,39.22193214,39.21838448
36,65,112,186,2.049843458,2.049676987,2.575401401,49.66662844,49.66185799
17,73,87,40,0.258680033,0.258801181,1.357376159,3.449247986,3.449206385
19,65,147,159,0.875673426,0.875579604,2.128736591,14.22407655,14.22328506
28,85,103,121,1.042276561,1.04213903,2.045656949,19.31280285,19.31081052
28,58,115,144,1.323982118,1.323903341,2.26871712,25.35247365,25.35026884
32,90,111,152,1.384968436,1.384718975,2.231339994,28.8064229,28.80346768
18,84,58,54,0.405779142,0.405776866,1.62803133,5.611797898,5.611367588
49,64,81,123,2.008543374,2.00850974,2.582862225,52.1289682,52.123881
31,80,132,31,0.267100007,0.267121368,1.317952089,3.759737998,3.759852609
29,64,64,31,0.381467719,0.381545382,1.390342247,5.299330763,5.299357089
28,95,140,129,0.922152023,0.921955307,2.00775461,17.31727065,17.31566705
42,93,147,64,0.638490477,0.638379818,1.848507619,12.04694932,12.04598887
44,88,73,40,0.55789636,0.557795106,1.789041571,8.977865642,8.977436434
38,68,51,182,2.813531532,2.813355228,3.117011095,67.82640365,67.81896833
39,98,132,82,0.795995727,0.795822776,1.874707463,15.69836375,15.69693873
15,97,87,185,0.92710037,0.92673498,2.46786928,13.88252511,13.88172291
17,79,70,193,1.305932078,1.305721243,2.743185056,20.60986344,20.60807631
17,89,140,131,0.613130841,0.612995969,1.942753655,9.273796491,9.273198106
45,58,122,145,1.902889693,1.90275269,2.526756612,50.09018639,50.08542199
40,77,104,153,1.805916904,1.805668858,2.575186994,44.20235681,44.19737686
31,53,62,73,1.00645436,1.006522771,1.961784082,17.38891464,17.38739349
39,92,88,188,2.187108745,2.186888453,2.795880071,55.10570643,55.09876592
40,67,141,60,0.646663398,0.646610197,1.892127914,11.79906814,11.79832659
30,70,51,177,2.263598401,2.263337135,2.934129437,46.19071294,46.18584024
47,75,128,65,0.812502128,0.812355451,1.819859334,16.05647224,16.05540988
40,67,77,133,1.870471276,1.870430253,2.551237213,43.83462819,43.82998441
22,63,61,145,1.42748493,1.427477317,2.597204644,24.06263346,24.0601869
17,84,79,186,1.15964142,1.159461067,2.592510256,18.1967624,18.19535872
34,69,95,46,0.525991613,0.525987693,1.577070174,8.289357809,8.289108883
40,76,91,111,1.413577476,1.413417415,2.288149941,30.90090471,30.89775029
38,51,148,133,1.408802987,1.408772138,2.407292867,32.63132429,32.62824899
15,58,50,185,1.472685041,1.472673818,2.912263356,22.14910604,22.14797436
26,66,105,106,0.931329538,0.931277422,2.008637116,16.07224228,16.07071266
48,80,79,134,2.024259882,2.024046105,2.537435252,52.83270047,52.8271844
44,91,137,158,1.684711201,1.684333998,2.662004689,44.82258391,44.81765741
46,79,76,137,2.024009554,2.023791282,2.639644475,52.44946217,52.44359056
45,79,109,84,1.073183004,1.073064654,1.91403381,22.90660641,22.9048791
29,60,120,185,1.687814226,1.68767029,2.647616969,35.51611239,35.51310384
48,95,59,112,1.733302837,1.732905916,2.560066821,41.50024208,41.49599031
28,78,100,191,1.700510846,1.700375454,2.668401059,34.89920659,34.89569995
21,77,125,58,0.370044845,0.370099445,1.51894068,5.40037901,5.399978904
48,76,75,198,3.061927166,3.061690943,3.181066133,92.72960482,92.71956134
33,89,137,190,1.60213502,1.601772542,2.65114992,37.15701438,37.15335699
19,96,75,187,1.234416867,1.234031544,2.639063153,20.55955081,20.55782707
39,94,52,133,1.81231596,1.811927976,2.744596292,40.65154238,40.64625325
46,58,106,74,1.070327947,1.070265295,1.959833479,21.98306876,21.98167799
35,87,135,128,1.156828779,1.156620546,2.237955363,24.7873772,24.78455065
15,72,138,131,0.588984288,0.588955309,2.067729323,8.641573967,8.641406475
25,70,146,164,1.133246425,1.133092728,2.33470403,21.27133502,21.26959
35,89,85,32,0.357486488,0.357472919,1.609792028,5.164619832,5.164592492
45,68,50,174,3.084631207,3.08443539,3.068500126,81.78999764,81.78201851
47,71,85,35,0.531295305,0.53123405,1.796752649,8.316654557,8.316564253
18,99,55,61,0.427411993,0.427328961,1.65952592,5.938401912,5.937725069
28,79,53,176,1.97425108,1.973963148,2.889384578,38.96282206,38.95834637
30,73,116,122,1.11098829,1.110889602,2.083060738,21.30874511,21.30660287
25,68,147,45,0.31697723,0.317041767,1.523552546,4.675133741,4.674986751
37,62,66,199,2.822704961,2.822623278,3.15477407,70.30095817,70.2938653
25,92,148,37,0.237236349,0.237254297,1.274679449,3.341033265,3.341052171
41,85,66,33,0.465773767,0.465702815,1.525366169,6.924881556,6.924938321
23,74,89,172,1.400503724,1.400325452,2.515322771,24.99342936,24.99127998
49,85,63,100,1.616190319,1.615951099,2.277928699,38.19336073,38.18935952
40,53,55,63,1.108653868,1.10873204,2.090420789,20.10555805,20.10419009
41,72,145,79,0.842646054,0.842558344,1.942243874,16.95660426,16.95498878
21,97,85,67,0.464919913,0.46486359,1.551637626,6.851100838,6.85051081
46,88,91,134,1.782813863,1.782558178,2.456836879,45.89562874,45.89123738
24,78,112,147,1.100839462,1.100652352,2.194490534,19.40927759,19.40759334
11,59,86,47,0.224612313,0.22479442,1.329514586,2.852622447,2.852654941
45,67,134,142,1.709651686,1.70944009,2.440552666,44.91441252,44.91037208
40,67,89,90,1.208898904,1.20883676,2.013701402,24.85631878,24.85414247
25,57,107,144,1.250907237,1.25090157,2.350881156,23.24219728,23.24038916
48,83,65,104,1.657433485,1.657283241,2.395453258,38.94119824,38.93734813
20,61,149,67,0.393349524,0.393450727,1.526128075,5.832646165,5.832329143
16,86,117,118,0.580942866,0.580881084,1.853088398,8.570008102,8.569587266
29,93,146,70,0.507820152,0.507686337,1.714122264,8.596727848,8.595945332
27,51,59,123,1.566768872,1.566825634,2.386968869,28.36690398,28.36373493
44,83,108,105,1.293511755,1.293275811,2.150068717,29.67994082,29.67699241
40,69,83,185,2.470370989,2.47024781,2.876755482,65.22689659,65.22004226
18,58,116,57,0.361003504,0.36112644,1.400748258,5.071818427,5.071739125
10,52,97,36,0.153519293,0.153732939,1.250919873,1.916044507,1.916336036
18,65,84,189,1.332949849,1.332945532,2.641029155,21.91104307,21.90947392
22,64,53,156,1.60852347,1.608413431,2.700366054,27.24815971,27.24562769
37,51,65,195,3.027287298,3.02730407,3.15697326,74.10415059,74.09674641
43,74,61,30,0.468312185,0.468266269,1.732654906,6.911906458,6.911765105
43,62,110,52,0.688908519,0.688882702,1.706403064,12.11340166,12.11305939
32,97,122,70,0.595939189,0.595757744,1.688578898,10.36286022,10.36191176
34,91,145,126,1.058383186,1.058170058,2.168148932,22.22351376,22.22104809
22,95,69,166,1.296071764,1.295748812,2.571958916,22.33909075,22.33658079
49,81,50,130,2.287913945,2.287518477,2.741083811,58.56546713,58.55961411
25,80,109,65,0.508145194,0.508083249,1.62217731,7.968992061,7.968303079
28,71,128,87,0.717179062,0.71713168,1.882380975,12.47018717,12.46903742
41,52,109,84,1.126319385,1.12631668,2.040638656,23.07062011,23.06880562
22,63,73,147,1.318729485,1.318726132,2.462204314,23.12819322,23.12621193
44,76,110,121,1.525402085,1.525215536,2.324800085,36.79284569,36.78908501
14,83,128,195,0.817712115,0.817513609,2.279132131,12.14188628,12.14144876
43,80,57,30,0.471663771,0.47159105,1.707282964,6.930977237,6.930839883
23,71,64,159,1.506904456,1.506782374,2.627194914,26.74112208,26.7383604
21,89,103,146,0.963241867,0.963014688,2.160059417,15.87546233,15.87418934
19,86,140,183,0.951294688,0.951019503,2.291511026,15.83344558,15.83246902
28,59,100,131,1.281932154,1.281930918,2.356188222,24.56871688,24.56642873
23,94,66,86,0.719656076,0.71955101,1.944086079,11.32076095,11.31944872
18,55,128,169,1.006556345,1.006546623,2.315667362,16.09128325,16.09047118
24,62,87,188,1.704258297,1.704109892,2.627322203,31.61930669,31.61678392
18,55,138,34,0.196860757,0.197023516,1.276604789,2.612953699,2.613106631
13,79,92,134,0.633986936,0.633904981,1.920956012,8.847577218,8.847217406
38,98,125,170,1.632246791,1.631878638,2.449676356,39.7473394,39.74337376
46,83,78,147,2.126836922,2.12660674,2.570415401,55.49767616,55.49244048
16,68,83,171,1.078745283,1.078698509,2.438127523,16.6269475,16.62594566
18,54,68,152,1.266159534,1.266224748,2.451827581,20.1352387,20.1337853
15,67,85,147,0.878567239,0.878508853,2.207122198,12.89414046,12.89353491
25,52,75,82,0.878071012,0.878171703,1.858440861,14.35925551,14.35817341
17,62,65,167,1.296136636,1.296058326,2.581718459,20.23590509,20.23435686
21,82,56,127,1.100083483,1.09986903,2.402019758,18.03860886,18.03684071
48,72,82,87,1.346762885,1.346620834,2.273892029,30.23757409,30.23480476
19,82,146,199,1.027091955,1.026825369,2.570571682,17.0698448,17.06899501
46,94,128,173,1.942130475,1.941765138,2.622708209,55.21015183,55.20474233
18,77,61,38,0.293186542,0.293261295,1.439309963,3.895904271,3.89587538
49,73,140,92,1.141677466,1.141505681,2.01565208,26.8170036,26.81478197
47,67,79,122,1.915036275,1.914949289,2.540974328,48.50210597,48.49679575
12,96,105,47,0.181420614,0.181474253,1.272732926,2.322743029,2.322831032
25,97,126,124,0.837053471,0.836901784,2.060290568,14.67682318,14.67538492
31,88,119,77,0.671189659,0.671082404,1.870658547,11.77524392,11.77407786
38,71,117,101,1.126630789,1.126474393,2.100288515,23.6399449,23.637642
49,56,59,118,2.269530556,2.269452052,2.609798709,57.0070624,57.00184428
17,93,77,160,0.965329036,0.965076147,2.240596903,14.75097042,14.749728
44,85,58,63,0.971425791,0.971223165,2.030689979,18.09936756,18.09809476
12,82,51,161,0.877359397,0.877031711,2.605454488,12.39600423,12.39506599
46,83,136,188,2.142990197,2.142650879,2.801238711,62.4620999,62.45588621
48,54,84,41,0.695878799,0.695868493,1.855089405,11.48587309,11.48574763
45,94,148,52,0.548326795,0.548212199,1.67138881,9.732292107,9.731911031
18,80,136,146,0.75652165,0.756402196,2.031208745,11.81249411,11.81166764
15,76,121,136,0.649582613,0.64949369,1.983378015,9.418474193,9.418024419
46,75,134,192,2.267711432,2.267331343,2.830800566,67.50948318,67.50232678
45,95,124,83,0.943389301,0.9431627,2.057385705,19.98758041,19.98571319
11,73,82,141,0.628452722,0.62839234,2.131884921,8.46825261,8.468022982
26,65,111,134,1.138791562,1.138727605,2.25689913,20.82333532,20.82129344
39,58,68,111,1.70528084,1.705200942,2.417394706,36.56087776,36.5572725
20,98,102,190,1.152235524,1.151865876,2.499862754,19.35087425,19.34930077
16,77,148,106,0.476242725,0.476206718,1.62226581,6.888779011,6.888463226
18,77,97,178,1.104781568,1.104599172,2.473389127,17.92834287,17.92729751
15,56,96,74,0.447063275,0.447200399,1.541070818,6.15597654,6.155816674
16,86,105,144,0.748554674,0.74842972,2.003571476,11.12922425,11.12857971
30,83,121,99,0.84665102,0.846501364,1.907083649,15.50954977,15.50784042
16,54,106,128,0.777917393,0.777964135,2.045730873,11.46178385,11.4612997
28,72,83,180,1.789708385,1.789610901,2.685961561,36.52521924,36.52111796
23,85,138,72,0.453787288,0.453762511,1.601330868,7.075539558,7.075094458
23,62,111,188,1.45405415,1.453961559,2.548336295,26.75337653,26.75145412
14,86,134,152,0.613954981,0.613822704,2.017720011,8.908778815,8.908370982
36,75,84,49,0.60363441,0.60356496,1.620377155,9.756414702,9.755971395
48,70,59,102,1.780879218,1.780706926,2.566746985,41.77267134,41.76876718
10,58,54,41,0.224533729,0.224740789,1.410161266,2.798499669,2.798673155
30,97,85,140,1.303268055,1.303034318,2.404840904,25.56730257,25.56424211
24,60,140,96,0.68658748,0.686586567,1.912023461,11.50938955,11.50858083
17,60,126,103,0.579915337,0.579975473,1.674154545,8.606765322,8.606488767
36,57,143,62,0.632780952,0.632774087,1.730786233,11.24192254,11.24135378
48,51,95,48,0.78511071,0.78513405,1.956311534,13.7774097,13.77697086
17,80,134,94,0.469041638,0.469026223,1.623969493,6.795985078,6.795543606
40,87,93,179,2.113090647,2.11285687,2.790366871,54.56150773,54.55533303
37,71,120,42,0.452807383,0.452758038,1.63583643,7.157933327,7.157683152
26,70,147,56,0.4053226,0.405331439,1.523990102,6.266786379,6.266456834
15,76,125,51,0.241475725,0.24156009,1.277487494,3.239105399,3.239062061
36,81,119,134,1.34823648,1.348037507,2.317572127,29.62101647,29.61765437
33,95,126,171,1.473507697,1.473166011,2.598395911,32.38454618,32.38111847
27,57,69,111,1.280007035,1.28009552,2.262315008,22.83032298,22.82787539
44,66,135,99,1.182334576,1.182191896,2.149011974,26.71174605,26.70925443
26,54,147,40,0.308822437,0.308924368,1.313769951,4.478858923,4.47886302
30,89,53,43,0.496504479,0.496439897,1.595548796,7.413454469,7.412977717
24,69,138,143,0.994938727,0.99477037,2.249124202,17.78304834,17.78134235
10,92,118,156,0.483464388,0.483265155,1.932380207,6.521306874,6.521309633
35,56,73,186,2.563924752,2.563899152,2.852784904,59.74678723,59.74100563
14,75,61,199,1.225328329,1.225012572,2.877919025,18.29888879,18.29767641
47,67,144,89,1.075345309,1.075215009,2.05900164,24.44057699,24.43860257
38,97,136,123,1.137548312,1.137326874,2.320098218,25.59626604,25.59322043
39,56,74,68,1.023216124,1.023219983,1.966511843,18.9392892,18.93788128
19,93,114,66,0.375179149,0.375170811,1.485810974,5.380848867,5.380510736
36,94,119,40,0.387369004,0.387296204,1.509775667,5.940627837,5.940457689
44,73,106,101,1.31562474,1.315457542,2.172819492,29.5188353,29.51594331
12,69,136,55,0.207854276,0.207965626,1.235310798,2.713505459,2.713595507
19,91,112,87,0.501706981,0.501601124,1.775968369,7.483778942,7.483216119
31,95,125,96,0.793258117,0.793102323,1.946138992,14.6553227,14.65362493
46,57,88,194,2.994627769,2.994586587,2.925404732,87.98402049,87.97484411
49,53,74,75,1.358906014,1.358839694,2.148068298,28.79545221,28.79341634
36,81,109,166,1.73777771,1.737503888,2.52442189,40.20504111,40.20063968
33,53,86,76,0.957135108,0.957181096,1.953664008,17.18869545,17.18735972
27,69,63,107,1.186513082,1.186467946,2.221236949,20.81390483,20.81161678
41,79,127,116,1.275907883,1.275701493,2.213995413,29.13863791,29.13559186
14,96,84,66,0.321407057,0.32139861,1.603935201,4.316760415,4.316558987
